,last_review_year_date,neighbourhood,neighbourhood_group,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
154,2012-01-01,Waverley,,226.0,60.0,5.0,0.06,1.0,90.0
155,2013-01-01,Waverley,,462.6666666666667,5.0,5.0,0.06666666666666667,1.3333333333333333,121.66666666666667
156,2014-01-01,Waverley,,259.15,13.4,1.7,0.03,12.75,133.95
157,2015-01-01,Waverley,,245.55944055944056,4.944055944055944,2.1818181818181817,0.046713286713286714,2.3426573426573425,59.40559440559441
158,2016-01-01,Waverley,,214.6183574879227,4.792270531400966,3.256038647342995,0.08410628019323671,3.707729468599034,35.01207729468599
159,2017-01-01,Waverley,,210.36866359447004,6.033794162826421,5.032258064516129,0.16966205837173579,4.534562211981567,53.78341013824885
160,2018-01-01,Waverley,,206.86852769022963,3.509680324178298,17.723097703737054,1.0515353444394417,6.854119765871229,98.0625844214318
161,2014-01-01,Willoughby,,640.0,6.0,1.0,0.02,1.0,0.0
162,2015-01-01,Willoughby,,205.57142857142858,17.571428571428573,1.0,0.03,1.2857142857142858,97.57142857142857
163,2016-01-01,Willoughby,,220.6315789473684,2.8421052631578947,2.789473684210526,0.07263157894736842,1.1578947368421053,37.63157894736842
164,2017-01-01,Willoughby,,169.78571428571428,6.428571428571429,4.666666666666667,0.16904761904761903,13.452380952380953,119.80952380952381
165,2018-01-01,Willoughby,,141.80816326530612,5.702040816326531,16.824489795918367,1.183591836734694,13.053061224489795,145.99591836734695
166,2013-01-01,Woollahra,,209.5,93.5,4.5,0.065,1.0,182.0
167,2014-01-01,Woollahra,,319.25,6.25,7.25,0.11125000000000002,1.0,182.0
168,2015-01-01,Woollahra,,195.54285714285714,7.285714285714286,2.3714285714285714,0.04971428571428571,3.7714285714285714,51.74285714285714
169,2016-01-01,Woollahra,,247.04761904761904,4.515873015873016,3.253968253968254,0.08571428571428572,3.857142857142857,45.08730158730159
170,2017-01-01,Woollahra,,236.7041420118343,6.017751479289941,4.952662721893491,0.17118343195266272,5.508875739644971,65.77514792899409
171,2018-01-01,Woollahra,,216.46367851622875,3.885625965996909,20.309119010819167,1.1124111282843896,7.802163833075734,112.35239567233384
